make,model,part,total_paid
FORD,FIESTA ST,Electrical ,291.50
FORD,MONDEO,Fuel System,291.34
FORD,TRANSIT,Drive Shaft,289.61
FORD,FIESTA,Alternator,288.74
FORD,KA,Clutch (Various Faults),288.70
FORD,TRANSIT,Steering Pump,288.28
FORD,FOCUS,Fuel Injectors,288.19
FORD,S-MAX,Alternator,285.49
FORD,KUGA,Alternator,284.98
FORD,FIESTA,Alternator,284.70
FORD,FOCUS,Electrical ,283.86
FORD,MUSTANG GT,Electrical ,282.14
FORD,KUGA,Sensors,281.56
FORD,TRANSIT,Starter Motor,280.79
FORD,FOCUS,Fuel System,280.70
FORD,FOCUS,Fuel Injectors,280.70
FORD,TRANSIT,Starter Motor,280.03
FORD,FIESTA,Fuel System,280.00
FORD,TRANSIT,Steering Pump,279.70
FORD,KA,Electrical,279.49
FORD,FOCUS,Electrical ,279.09
FORD,FIESTA,Air Con (Various Faults),277.30
FORD,TRANSIT,Engine (Various Faults),276.30
FORD,MONDEO,Throttle Potentiometer,275.88
FORD,MONDEO,Fuel Injectors,275.60
FORD,TRANSIT,Cooling,275.40
FORD,TRANSIT,Intercooler,274.99
FORD,FOCUS,Fuel System,274.47
FORD,TRANSIT,Starter Motor,274.21
FORD,S-MAX,,274.20
FORD,TRANSIT,Fuel Injectors,274.00
FORD,FIESTA,Fuel System,274.00
FORD,C-MAX,Fuel Injectors,273.00
FORD,FOCUS,Air Con (Various Faults),272.56
FORD,GALAXY,Water Pump,272.16
FORD,KA,Starter Motor,272.07
FORD,MONDEO,Water Pump,272.00
FORD,FOCUS,Electrical ,270.49
FORD,FIESTA ST,Central Door Locking,269.74
FORD,C-MAX,Fuel Injectors,269.51
FORD,FIESTA,Oil Leaks,268.80
FORD,TRANSIT,E.G.R Valve,268.12
FORD,FOCUS,Steering Pump,267.83
FORD,FIESTA,Suspension (Various Faults),267.66
FORD,TRANSIT,Turbocharger,266.23
FORD,FIESTA ST,Clutch (Various Faults),265.99
FORD,MONDEO,Central Door Locking,265.90
FORD,FIESTA,Cooling Fan Motor,264.94
FORD,RANGER PICKUP,Abs (Various Faults),264.91
FORD,GALAXY,Electrical,264.61
FORD,GALAXY,Fuel System,263.70
FORD,FOCUS,Spring (Suspension),263.10
FORD,S-MAX,Alternator,263.00
FORD,FIESTA,Air Con (Various Faults),262.00
FORD,MONDEO,Central Door Locking,261.70
FORD,FIESTA,Suspension (Various Faults),261.65
FORD,TRANSIT VAN,,261.42
FORD,FOCUS,Fuel Injectors,261.34
FORD,MONDEO,Thermostat,260.45
FORD,FIESTA,,259.79
FORD,FIESTA,Wheel Bearing,259.60
FORD,FOCUS ST,Spring (Suspension),259.56
FORD,KUGA,Clutch (Various Faults),259.39
FORD,FOCUS,Electrical ,258.38
FORD,KUGA,Air Con (Various Faults),258.00
FORD,FOCUS,Alternator,256.32
FORD,C-MAX,Fuel System,256.19
FORD,FOCUS,Drive Shaft,255.50
FORD,KUGA,Drive Shaft,254.99
FORD,MONDEO,Electrical,254.67
FORD,FIESTA,Spring (Suspension),254.50
FORD,C-MAX,Alternator,253.49
FORD,FIESTA,Clutch (Various Faults),253.44
FORD,S-MAX,Electrical ,251.64
FORD,C-MAX,Fuel Injectors,251.60
FORD,B-MAX,Mirror Assembly,250.95
FORD,FIESTA,Clutch (Various Faults),250.67
FORD,TOURNEO,Hose/Pipe,250.53
FORD,C-MAX,Steering Rack,250.07
FORD,FOCUS,Fuel Injection Pump,250.00
FORD,FIESTA,Clutch (Various Faults),250.00
FORD,FOCUS,Clutch (Various Faults),250.00
FORD,C-MAX,Turbocharger,250.00
FORD,FOCUS,Alternator,250.00
FORD,KUGA,Haldex Pump,250.00
FORD,FIESTA,Clutch (Various Faults),250.00
FORD,MONDEO,Sensors,250.00
FORD,S-MAX,Central Door Locking,249.54
FORD,MONDEO,Fuel Injectors,249.00
FORD,KA,Clutch (Various Faults),248.99
FORD,MONDEO,Radiator,247.56
FORD,FOCUS,Window Motor,247.06
FORD,KA,Instrument Cluster / Clocks,244.88
FORD,FOCUS,Fuel System,243.84
FORD,FOCUS,Air Con (Various Faults),242.80
FORD,FOCUS,Alternator,242.63
FORD,FOCUS,Wheel Bearing,242.40
FORD,FIESTA,Steering Rack,241.72
FORD,FIESTA,Thermostat,241.26
FORD,FOCUS,Alternator,239.90
FORD,FIESTA,Engine (Various Faults),239.57
FORD,TRANSIT,Starter Motor,239.46
FORD,FIESTA,Steering Alignment,237.57
FORD,FOCUS,Window Motor,236.92
FORD,FOCUS ST,Radiator,236.28
FORD,FOCUS ST,Alternator,235.14
FORD,FOCUS,Alternator,234.22
FORD,S-MAX,E.G.R Valve,233.49
FORD,TRANSIT,Alternator,233.48
FORD,MONDEO,Alternator,232.98
FORD,FOCUS ST,Drive Shaft,232.22
FORD,S-MAX,Air Con (Various Faults),232.00
FORD,TRANSIT,Alternator,231.41
FORD,C-MAX,Fuel Injectors,231.32
FORD,KA,Alternator,230.99
FORD,FOCUS,Clutch (Various Faults),230.79
FORD,GALAXY,Air Con (Various Faults),230.29
FORD,FIESTA,Wheel Bearing,229.22
FORD,FIESTA,Thermostat Housing,227.92
FORD,TRANSIT,Oil Cooler-,227.60
FORD,KUGA,Alternator,226.92
FORD,KA,Wheel Bearing,226.13
FORD,FOCUS,ELECTRICAL,225.61
FORD,FOCUS,Fuel System,225.45
FORD,FOCUS RS,Radiator,223.99
FORD,KUGA,Wheel Bearing,223.90
FORD,FOCUS,Steering Pipe,223.60
FORD,RANGER PICKUP,Abs (Various Faults),223.11
FORD,MONDEO,Alternator,222.00
FORD,FIESTA,Suspension (Various Faults),221.20
FORD,MONDEO,Drive Shaft,221.13
FORD,FIESTA,E.G.R Valve,220.02
FORD,FOCUS,Electrical ,219.59
FORD,KUGA,Alternator,219.00
FORD,FOCUS,Alternator,218.54
FORD,FIESTA,Electrical ,217.50
FORD,MONDEO,Electrical ,217.16
FORD,RANGER PICKUP,Electrical ,216.67
FORD,FOCUS,Alternator,216.19
FORD,KA,Wiper Motor,215.60
FORD,MONDEO,Wheel Bearing,215.42
FORD,GALAXY,Thermostat,215.00
FORD,FIESTA,Thermostat Housing,214.76
FORD,TRANSIT,Steering Rack,213.88
FORD,FOCUS,Alternator,213.86
FORD,FOCUS,Steering Pipe,213.40
FORD,KUGA,Alternator,212.97
FORD,FOCUS,Clutch (Various Faults),212.54
FORD,FOCUS,Shock Absorber,212.48
FORD,FIESTA,Fuel System,212.00
FORD,TRANSIT,Alternator,211.99
FORD,FIESTA,Steering Rack,211.50
FORD,KUGA,Alternator,210.50
FORD,MONDEO,Wheel Bearing,210.16
FORD,FOCUS,Alternator,207.79
FORD,FOCUS,Alternator,207.30
FORD,FOCUS,Air Con (Various Faults),206.99
FORD,MONDEO,Steering Pipe,206.28
FORD,FIESTA,Steering Column,205.26
FORD,FIESTA,Steering Rack,205.20
FORD,FIESTA,Sensorseatbelt (Electrics),203.86
FORD,FIESTA,Wheel Bearing,203.52
