make,model,part,total_paid
AUDI,A3,Flywheel ,300.00
AUDI,A3,E.G.R Cooler,300.00
AUDI,TT,Gearbox (Various Faults),300.00
AUDI,A3,Turbocharger,300.00
AUDI,A4,Inlet Manifold,300.00
AUDI,A4,Electrical ,300.00
AUDI,Q7,,300.00
AUDI,Q7,Fuel System,299.60
AUDI,A1,Fuel System,299.48
AUDI,S3,Heater Fan Motor,299.28
AUDI,S5,Brakes (Various Faults),298.94
AUDI,Q3,Water Pump,298.55
AUDI,Q5,Headlamp/ Fog Lamp Unit,297.53
AUDI,Q3,Throttle Body,297.38
AUDI,A3,Shock Absorber,297.33
AUDI,A4,Wheel Bearing,294.88
AUDI,TT,Brakes,294.80
AUDI,A3,Heater Fan Motor,294.11
AUDI,S5,Ecu (Other),293.15
AUDI,A3,Clutch (Various Faults),293.00
AUDI,A8,Sensors,291.30
AUDI,A6,Cv Joint,291.19
AUDI,Q7,Central Door Locking,290.96
AUDI,A3,Catalyst (Exhaust),290.80
AUDI,A1,Wheel Bearing,289.39
AUDI,A5,Timing Chain,289.00
AUDI,A4,Alternator,288.79
AUDI,A4,Water Pump,285.54
AUDI,S3,Fuel System,285.26
AUDI,A3,Water Pump,284.04
AUDI,TT,Window Motor,283.82
AUDI,S3,Thermostat Housing,283.11
AUDI,A6,Engine (Various Faults),279.46
AUDI,RS4,Electrical ,278.65
AUDI,A5,Water Pump,278.32
AUDI,A6,Heater/Glow Plugs,278.28
AUDI,A5,Brakes (Various Faults),277.08
AUDI,A6,Central Door Locking,272.14
AUDI,A1,Fuel System,269.80
AUDI,S3,Central Door Locking,269.72
AUDI,A4,Wheel Bearing,269.68
AUDI,A3,Central Door Locking,269.26
AUDI,A4,Fuel System,269.00
AUDI,TT,Brakes (Various Faults),267.44
AUDI,A3,Alternator,267.00
AUDI,A3,Alternator,267.00
AUDI,A3,Heater Fan Motor,265.16
AUDI,S3,Engine (Various Faults),263.32
AUDI,A6,Shock Absorber,263.09
AUDI,Q3,Water Pump,262.94
AUDI,A3,Spring (Suspension),262.42
AUDI,S3,Fuel Injectors,260.94
AUDI,A3,Water Pump,260.31
AUDI,A4,Spring (Suspension),260.26
AUDI,RS4,Gearbox (Various Faults),259.44
AUDI,S3,Spring (Suspension),259.18
AUDI,A3,Fuel System (Various Faults),256.10
AUDI,A5,Fuel Injectors,255.88
AUDI,A4,Fuel System,255.64
AUDI,A4,Fuel System,255.08
AUDI,TT,Oxygen (Lambda) Sensor,253.16
AUDI,A3,Fuel System,252.00
AUDI,A3,Fuel System,252.00
AUDI,TT,Electrical ,250.34
AUDI,A3,Spring (Suspension),250.06
AUDI,A3,Inlet Manifold,250.00
AUDI,S3,Ignition Coil,250.00
AUDI,A3,Gearbox (Various Faults),244.92
AUDI,A4,Wheel Bearing,243.98
AUDI,A1,Sensors,243.47
AUDI,A6,Starter Motor,242.75
AUDI,A4,Oil Cooler-,242.70
AUDI,TT,Electrical ,242.16
AUDI,A5,Dpf Filter,240.00
AUDI,A1,,240.00
AUDI,A3,CLUTCH (VARIOUS FAULTS),240.00
AUDI,A5,Suspension (Various Faults),239.41
AUDI,A1,Central Door Locking,239.17
AUDI,A4,Electrical ,237.96
AUDI,A5,Air Con (Various Faults),237.48
AUDI,A1,Brakes (Various Faults),235.68
AUDI,A5,Wheel Bearing,234.68
AUDI,A7,Wheel Bearing,232.77
AUDI,A6,Oxygen (Lambda) Sensor,231.96
AUDI,A4,E.G.R Valve,231.76
AUDI,A3,Brakes (Various Faults),230.49
AUDI,A4,Heater Fan Motor,229.08
AUDI,A3,Window Regulator,228.96
AUDI,Q7,Electrical ,226.50
AUDI,A3,Fuel System,226.00
AUDI,TT,Clutch (Various Faults),225.97
AUDI,Q3,Wheel Bearing,223.07
AUDI,A4,Instrument Cluster / Clocks,222.80
AUDI,A3,Thermostat,222.72
AUDI,TT,Spring (Suspension),222.53
AUDI,TT,Electrical ,222.00
AUDI,Q3,Water Pump,221.86
