make,model,part,total_paid
MERCEDES,GL CLASS,E.G.R Valve,460.07
MERCEDES,SLK CLASS,Air Con (Various Faults),459.00
MERCEDES,C CLASS,Electrical,456.80
MERCEDES,A CLASS,Electrical ,456.60
MERCEDES,C CLASS,Starter Motor,453.66
MERCEDES,A CLASS,Air Bag System,449.64
MERCEDES,E CLASS,Electrical ,449.60
MERCEDES,B CLASS,Fuel System,447.04
MERCEDES,ML CLASS,Oil Leaks,446.56
MERCEDES,C CLASS,Electrical ,445.80
MERCEDES,E CLASS,Suspension (Various Faults),445.60
MERCEDES,S CLASS,Fuel Injectors,445.55
MERCEDES,ML CLASS,Nox Sensor(Nitrogen Oxide),444.35
MERCEDES,B CLASS,Electrical ,443.46
MERCEDES,S CLASS,Electrical ,443.00
MERCEDES,C63 AMG,Engine (Various Faults),439.92
MERCEDES,ML CLASS,Brakes (Various Faults),438.30
MERCEDES,SPRINTER,Alternator,436.80
MERCEDES,A CLASS,Air Bag System,435.60
MERCEDES,C CLASS,Electrical,435.06
MERCEDES,GL CLASS,Vacuum Pump,434.00
MERCEDES,B CLASS,Thermostat,428.53
MERCEDES,A CLASS,Wheel Bearing,427.96
MERCEDES,E CLASS,Vacuum Pump,427.88
MERCEDES,C CLASS,Air Con (Various Faults),427.83
MERCEDES,E CLASS,Radiator,424.98
MERCEDES,CL CLASS,Engine (Various Faults),417.60
MERCEDES,B CLASS,Engine (Various Faults),417.42
MERCEDES,E CLASS,Suspension (Various Faults),417.13
MERCEDES,E CLASS,Gearbox (Various Faults),415.68
MERCEDES,A CLASS,Brakes (Various Faults),415.56
MERCEDES,C63 AMG,Electrical ,415.08
MERCEDES,E CLASS,Steering Pump,412.50
MERCEDES,VIANO,Wiper Motor,411.00
MERCEDES,A CLASS,Multimedia,410.00
MERCEDES,R CLASS,Wheel Bearing,408.24
MERCEDES,GLC,WIPER MOTOR,408.00
MERCEDES,S CLASS,Central Door Locking,406.80
MERCEDES,A CLASS,Heater/Glow Plugs,405.72
MERCEDES,C CLASS,Brakes (Various Faults),404.40
MERCEDES,AMG,Thermostat,404.04
MERCEDES,VITO,Suspension (Various Faults),403.12
MERCEDES,GLA CLASS,Fuel System,400.80
MERCEDES,A,,400.08
MERCEDES,E CLASS,Gearbox (Various Faults),400.00
MERCEDES,VITO,Prop Shaft (Centre Bearing),400.00
